SWO,36.1618,-97.0751
SXP,62.5333,-164.833
SYB,58.1667,-152.5
SYR,43.1141,-76.1121
TAL,47.7184,-115.431
TBN,37.7327,-92.1361
TCT,62.9845,-156.07
TEB,40.8541,-74.0662
TEK,60.8644,-146.693
TEX,37.9544,-107.901
TGC,35.9349,-88.8506
TKE,57.7773,-135.208
TKJ,48.1205,21.4125
TLA,65.2413,-166.331
TLH,30.3964,-84.3503
TLJ,44.2044,23.5396
TLT,61.0959,-160.968
TNC,65.5639,-167.919
TNK,60.5813,-165.253
TOG,37.1198,-89.8786
TOL,41.5923,-83.8072
TPA,27.9744,-82.5356
TRI,36.4805,-82.4087
TSS,40.7474,-73.9912
TUL,36.1877,-95.8892
TUP,34.2662,-88.766
TUS,32.1204,-110.936
TVC,44.7365,-85.5796
TVF,48.0655,-96.1791
TWA,36.8259,-83.3212
TWF,42.4838,-114.485
TXK,33.457,-93.9943
TYR,32.3506,-95.4118
TYS,35.8064,-83.9889
UGB,57.4253,-157.74
UGI,57.8838,-153.369
UIN,39.9348,-91.196
UNK,63.8833,-160.783
VAK,61.5338,-165.584
VBM,62.8903,-149.054
VCT,28.8449,-96.9201
VCV,34.588,-117.373
VDZ,61.1294,-146.256
VEE,67.009,-146.406
VEL,40.4485,-109.514
VIS,36.3253,-119.394
VLD,30.7892,-83.2787
VPS,30.496,-86.55
VQS,18.1355,-65.487
WAA,65.6112,-168.098
WBB,63.52,-162.279
WBQ,66.359,-147.396
WKK,59.2667,-158.633
WLK,62.8903,-149.054
WMK,55.7389,-132.258
WMO,64.6811,-163.408
WNA,60.7049,-161.766
WRG,56.4876,-132.378
WRL,43.9747,-107.953
WSN,58.7285,-157.014
WST,41.3492,-71.8115
WSX,48.8907,-116.982
WTK,62.8903,-149.054
WTL,60.3432,-162.664
WWP,62.8903,-149.054
WWT,62.8903,-149.054
WYS,44.6876,-111.114
XNA,36.2756,-94.2955
XNY,42.8767,-77.8826
XVG,46.9929,-94.2075
XZU,37.2997,-92.3047
YAK,59.5103,-139.668
YIP,42.2385,-83.5467
YKM,46.5703,-120.54
YNG,41.2576,-80.6648
YUM,32.6685,-114.599
ZBP,39.3117,-76.6183
ZFV,40.9946,-77.6045
ZFZ,40.7145,-74.0071
ZGD,41.3564,-72.0965
ZHO,29.7605,-95.3698
ZLY,42.7426,-73.809
ZME,40.1428,-74.7267
ZML,42.9471,-87.9051
ZRD,37.5406,-77.4334
ZRL,40.038,-76.3013
ZRP,40.7333,-74.1667
ZRT,41.7633,-72.674
